ph,temperature,turbidity,fish,Fish_Weight,Feed
6.0,27.0,4.0,katla,1.2051689735274345,0.03205881155288691
7.6,28.0,5.9,sing,1.868658526507727,0.05238184252970611
7.8,27.0,5.5,sing,0.17708218621070398,0.003758253115066734
6.5,31.0,5.5,katla,0.18136967543110227,0.0059819987763767395
8.2,27.0,8.5,prawn,1.2039312463722904,0.032646514069189135
6.9,25.0,4.0,katla,1.8356229739602892,0.046373863278520895
7.3,30.0,4.0,katla,1.8254779130928886,0.055655650403128504
7.2,29.0,4.0,katla,0.25960151944657156,0.007289342437337946
7.5,32.0,4.0,katla,1.463812264822794,0.04761145043400661
7.7,22.0,6.0,rui,1.5076882852235494,0.031047645500198034
7.9,29.0,5.5,rui,0.5011460784399052,0.014431904127219498
8.9,27.0,7.5,rui,0.6316164123867681,0.01571156169113655
8.8,30.0,6.8,rui,0.9233278452095244,0.028134626296450155
8.4,25.0,5.0,rui,0.2093430596846222,0.005675594155052776
6.1,31.0,4.9,rui,0.6456724246232186,0.01919606550273554
5.5,18.0,5.0,koi,1.6027859755854104,0.02814495825962527
7.1,23.0,5.5,koi,1.4161748216631724,0.03249830256093931
6.2,19.0,6.1,koi,1.468627296987872,0.0270190627278889
6.8,22.0,5.9,koi,0.2339867864210821,0.006238825505593267
5.9,21.0,6.0,koi,1.2471105001521328,0.02452133281934794
7.5,29.0,6.0,prawn,1.1825870643152556,0.03280533378552685
8.2,27.0,8.5,prawn,0.6366596503225953,0.015723247701302148
8.3,30.0,5.3,prawn,1.1676915837838457,0.035823759643611924
7.3,32.0,5.8,prawn,0.731432526746618,0.02315026412185682
7.9,29.0,7.2,prawn,0.8404959772189315,0.02290836910768595
7.8,27.0,5.6,sing,0.7638920716541013,0.01992030771902996
7.5,31.0,7.2,sing,0.19405637188056404,0.006844647744065093
7.9,25.0,5.6,sing,1.2731661761809545,0.03136798667300447
8.5,32.0,6.0,sing,1.4156993512280547,0.045389250308569266
8.1,29.0,7.2,sing,1.1049999813985343,0.03165824810764392
7.9,28.0,6.1,sing,1.6089445710256323,0.04554522659016138
8.5,30.0,3.0,pangas,0.40860204745333595,0.01225172618365438
7.4,29.0,3.7,pangas,0.4663165508088667,0.014494188773400554
7.8,25.0,3.9,pangas,0.7674838697657494,0.01767935804322854
8.0,27.0,3.8,pangas,0.7179761134321796,0.0189805404438839
6.5,21.0,5.0,tilapia,1.5553137611709733,0.0332111634218308
5.9,25.0,5.5,tilapia,1.5604724639561898,0.039843264684463094
5.6,27.0,6.8,tilapia,1.4387646120595603,0.04044703981067448
7.1,28.0,6.1,tilapia,0.8325972754004524,0.023777988291099242
6.8,27.0,7.2,tilapia,1.532139949211368,0.04219378427329815
8.6,31.0,3.3,pangas,1.8669353684139935,0.05847452209891967
8.5,31.0,3.5,pangas,1.4433543129238597,0.04529275596881877
8.6,31.0,3.0,pangas,0.910123487332831,0.02893639106471124
7.1,28.0,6.1,tilapia,0.1950513893722181,0.005988665222660787
8.3,31.0,5.3,prawn,0.27211674080999104,0.007801818859959559
7.0,30.0,6.0,silverCup,1.4369268240998898,0.042789515748148335
7.4,30.0,6.2,pangas,0.7134585720373352,0.02085468225916794
7.8,28.0,6.0,pangas,1.4276861839397725,0.040588454849666486
7.7,28.0,6.5,prawn,1.7422700945723213,0.04828373131149109
8.2,30.0,8.0,prawn,0.25696564559259216,0.008231348399280027
7.9,26.0,6.0,prawn,1.0342985310514128,0.026079815381839483
7.5,31.0,6.2,prawn,0.23426460205085653,0.007009504524253693
7.8,27.0,7.0,prawn,1.6247129116336259,0.04472040565718534
5.7,32.0,4.08,koi,1.749140731533684,0.055600241158419404
7.0,31.0,4.05,koi,1.583422365048157,0.048733436892808756
6.2,29.0,4.0,koi,1.5609111608366895,0.04357595943136616
6.6,25.0,4.13,koi,1.9790303811797294,0.048954572977900124
6.0,26.0,4.11,koi,1.675234774873776,0.04410390171281472
8.2,30.0,6.8,pangas,1.0500050916998331,0.029767908156945702
7.6,31.0,6.7,pangas,0.34686646499153695,0.009012408582558267
7.8,27.0,5.7,pangas,0.7928748670856174,0.021097087250178923
8.0,28.0,5.9,pangas,0.19280627501577333,0.005183587903730098
8.0,25.0,4.0,katla,1.7205053078038655,0.04330073526299076
8.2,31.0,4.0,katla,0.42581470268200794,0.013577584826782823
8.1,28.0,4.0,katla,1.9907731115598613,0.0542030329196562
8.5,32.0,4.0,katla,1.927740075762301,0.06009460186132644
8.0,27.0,4.0,katla,0.34682015213265,0.009789625724931028
6.2,26.0,4.1,katla,0.765512059430087,0.021450216085432655
6.9,30.0,4.13,katla,1.2643085930191624,0.0382182896061186
6.5,28.0,4.12,katla,0.155192359963854,0.0022513958238394157
7.9,30.0,4.0,prawn,1.8947752110244076,0.05668970699132986
7.8,28.0,4.11,prawn,1.3044243927656207,0.03648022334965689
6.0,26.0,4.01,koi,0.9917205307632013,0.026291770345645973
7.0,28.0,4.12,koi,1.0419363844132086,0.028330068338128685
7.6,29.0,4.13,koi,1.799305502139091,0.05316719146433402
8.0,31.0,4.15,koi,1.7220228399441067,0.05401577284642173
8.5,30.0,4.0,koi,1.6555038298404687,0.050221380597168075
6.1,24.0,3.0,tilapia,1.3577123481012534,0.03286677159139295
6.2,25.0,4.0,tilapia,0.732661339216624,0.019020579726906003
6.3,26.0,3.5,tilapia,1.4270635656430393,0.038085854515160965
6.4,24.0,4.1,tilapia,0.9627271621389523,0.021369486752870464
6.5,26.0,4.2,tilapia,0.3495627631269201,0.008499030981520508
6.6,26.0,4.3,tilapia,0.8552127602561046,0.022839562163037615
6.7,25.0,4.5,tilapia,1.2433480236911767,0.030179950499078317
6.8,26.0,3.1,tilapia,0.7501621728117701,0.01833770487622135
7.0,25.0,3.2,tilapia,0.3420847999564428,0.00987046301150302
7.5,24.0,3.3,tilapia,1.5417477265273674,0.03633169538858991
7.8,25.0,3.4,tilapia,0.340003588202042,0.00791790286934681
7.9,26.0,3.5,tilapia,0.8613655875285339,0.023067335737978156
8.0,26.0,3.6,tilapia,1.2446520581819303,0.031256494191358425
8.2,24.0,3.7,tilapia,0.389360117688884,0.009782684363728514
8.3,25.0,3.8,tilapia,1.8981473383573093,0.048248254977817866
7.2,26.0,3.9,tilapia,0.9524784327787966,0.025478119317076057
7.4,26.0,3.0,tilapia,1.4852653154502415,0.03925073838822425
8.9,27.0,3.0,tilapia,0.7909571849197583,0.021693359512498556
9.0,28.0,3.3,tilapia,1.2646058131017066,0.03623704234821626
7.0,30.0,4.0,pangas,1.2907303476479481,0.03961116528019624
7.4,31.0,3.0,pangas,1.1653271166958294,0.03704156446391341
7.3,25.0,2.0,pangas,0.947681721906252,0.02359579067221781
7.5,27.0,1.0,pangas,1.7274605094610012,0.045517810007899645
7.2,28.0,5.0,pangas,0.9024020073819151,0.02693567758604596
6.5,30.0,3.8,pangas,1.3758022489072104,0.040090741748464574
6.8,29.0,3.7,pangas,0.48436143289763467,0.01388529461158725
8.5,27.0,2.5,pangas,1.8278557672301425,0.04863768013660173
9.0,28.0,3.5,pangas,0.6999838405742258,0.019025934888658416
7.0,5.0,5.0,karpio,1.581533804061217,0.007998663810364567
7.1,10.0,6.0,karpio,1.3804132154551165,0.014552443083049836
7.2,15.0,7.0,karpio,1.0557641367494424,0.015689043487039363
7.3,20.0,8.0,karpio,1.1168537542806423,0.022360395233700585
7.5,25.0,9.0,karpio,0.547773430797806,0.014141630204752157
7.4,26.0,10.0,karpio,0.2106421886307659,0.006448036329092918
7.0,28.0,5.5,karpio,0.3198781457500417,0.008461982640617021
7.1,30.0,6.5,karpio,0.4553127086312332,0.013054784364903552
7.2,12.0,7.5,karpio,1.5922022069575268,0.01982662750870209
7.3,13.0,8.5,karpio,1.7319665462712241,0.0209398951467919
7.5,14.0,9.5,karpio,1.8081440371270612,0.02564394330159834
7.4,18.0,5.2,karpio,1.217365860953556,0.022637530815702
7.0,22.0,6.2,karpio,1.8792887482655147,0.04152940375915556
7.1,31.0,7.2,karpio,0.5884795796030403,0.017956703558628884
7.2,19.0,8.2,karpio,1.0864195822810947,0.021868748476282594
7.3,7.0,9.2,karpio,0.43671552072660813,0.002419692006684657
7.5,8.0,5.3,karpio,0.4143508105162309,0.0030598731780290484
7.4,9.0,6.3,karpio,0.9584791035286814,0.009259717728070225
7.0,11.0,7.3,karpio,0.8601018609252922,0.010322079383876932
7.1,16.0,8.3,karpio,1.689396093627411,0.027173106913403237
7.2,17.0,9.3,karpio,1.190627720218703,0.020746798573601535
7.3,18.0,5.4,karpio,0.5496471238745108,0.00956590714731079
7.5,23.0,6.4,karpio,0.9534448326668414,0.021187981813139623
7.4,25.0,7.4,karpio,0.6997759232365939,0.017821728830908608
7.0,27.0,8.4,karpio,1.8544599504623729,0.05076826261514355
7.1,28.0,9.4,karpio,1.8039257181217272,0.050056005592621966
7.2,4.0,9.3,karpio,0.9759423164014617,0.003972268295723301
7.3,6.0,9.3,karpio,1.515871540218061,0.01016746297186538
7.5,21.0,9.3,karpio,0.790994253408383,0.01691608622559416
7.4,29.0,8.0,karpio,1.1972133534028653,0.034370009391137275
7.0,33.0,8.7,karpio,0.6631595631664627,0.021233471521813485
7.1,34.0,8.6,karpio,1.8735222703660648,0.06346611019355479
7.2,35.0,8.4,karpio,1.8559688082284023,0.06526606977248357
7.1,22.0,8.0,magur,0.7111531657511863,0.016844745427326644
7.2,21.0,8.0,magur,0.222166006991534,0.004400052028825807
7.3,22.0,7.6,magur,1.402826939313806,0.03186554841362556
7.4,23.0,7.5,magur,1.7597105194690164,0.039868513724999194
7.1,24.0,7.4,magur,1.277473826021592,0.032493530950177
7.2,25.0,7.0,magur,1.6229154264855852,0.039457312592737735
7.3,26.0,7.3,magur,1.6869117057973504,0.04369568645802857
7.4,27.0,8.0,magur,1.1795333358835252,0.03249330405869874
7.1,28.0,8.0,magur,0.44415630745059875,0.009894503587331148
7.2,29.0,8.0,magur,0.16026764074768354,0.004358342091232058
7.3,30.0,8.0,magur,1.2090452502699738,0.03603852531398844
7.1,23.0,4.06,rui,1.3689245134632553,0.029771394448921715
7.2,24.0,4.07,rui,0.5528833346152007,0.012624963239924562
7.3,25.0,4.08,rui,0.8831740611472921,0.024038606173759424
7.4,26.0,4.09,rui,1.7370185898928463,0.04400743218498094
7.5,27.0,5.0,rui,1.6600568656777925,0.045004993217953086
7.6,28.0,5.01,rui,0.314993029049514,0.008877744169804334
7.7,29.0,5.02,rui,1.2016926782641064,0.03847393630468162
7.8,30.0,5.03,rui,0.4638031644383799,0.01351971280742213
7.9,31.0,5.04,rui,0.3361897463915148,0.012817910163440424
8.0,32.0,5.05,rui,0.48892744642352903,0.015818511450819164
8.1,33.0,5.06,rui,1.7440395121068246,0.056861718405151085
8.2,34.0,5.07,rui,1.4351916849757593,0.04855944892864719
8.3,35.0,5.08,rui,0.12745716209202235,0.0055673381358727955
7.8,27.0,5.7,sing,0.45438611540089535,0.014494406750785678
7.5,31.0,5.8,sing,1.9706801411448736,0.06160620183162166
7.9,25.0,5.9,sing,1.8797313904106259,0.046678815433854375
8.5,32.0,7.0,sing,0.7106434054729902,0.021139361589300236
6.5,28.0,7.1,sing,0.29829044952334827,0.008496675984839618
6.6,29.0,7.2,sing,0.9261763426202125,0.026383095081338074
6.8,30.0,7.3,sing,1.7251334107342078,0.050972869006793646
6.9,31.0,7.4,sing,1.5667056627638538,0.0479185093224152
7.0,26.0,7.5,sing,1.6475599966640297,0.043105287373384656
7.4,18.0,14.5,shrimp,1.8638256810888318,0.03177335989138585
7.9,32.0,14.6,shrimp,1.8646833773969813,0.05989265192340432
7.5,19.0,14.7,shrimp,1.7480524890835647,0.034145092494611604
7.6,20.0,14.8,shrimp,1.099373824513719,0.021911557903041903
7.7,21.0,14.9,shrimp,1.429060394833136,0.030859376679073784
7.8,22.0,15.1,shrimp,1.9109961659131172,0.040444559284547196
7.9,23.0,15.2,shrimp,0.7103383291959517,0.01668106437408923
7.4,24.0,15.0,shrimp,0.9271750083034478,0.022931072619153045
7.9,25.0,15.3,shrimp,0.4239723584863889,0.011641348284636834
7.5,26.0,15.4,shrimp,1.1604575945405997,0.029475656609012427
7.6,27.0,15.5,shrimp,0.5073639681748023,0.013954728770427213
7.7,28.0,15.7,shrimp,1.3567075605523418,0.03876523455996067
7.8,29.0,15.8,shrimp,1.1248601982781232,0.031227266813362943
7.9,30.0,15.19,shrimp,0.6105572967766577,0.01720492255606905
7.6,32.0,5.0,silverCup,0.9194614827950661,0.030474269043469105
8.5,28.0,5.6,silverCup,0.15913153312780126,0.0035932581818305664
7.6,32.0,6.1,silverCup,0.12758346589715175,0.005349087675147296
8.8,25.0,7.0,silverCup,1.9815520175073416,0.05012628605284446
7.0,29.0,5.9,silverCup,0.27307197777007985,0.006580708683132115
8.6,30.0,6.5,silverCup,1.8971791742063968,0.05703900806095004
7.67,17.62,3.56,tilapia,1.6256572666500102,0.0290029425253401
8.39,17.5,3.56,tilapia,1.5229185343784737,0.02656736285611282
8.24,17.56,3.55,tilapia,1.2445423539355656,0.02430312720755528
8.26,17.75,3.55,tilapia,1.6338613741785446,0.029624652034123084
8.23,17.56,3.55,tilapia,0.29962849630501676,0.005395143085097663
8.31,17.69,3.56,tilapia,1.9555508256271965,0.03499861786926486
8.38,17.69,3.56,tilapia,0.9645677440179887,0.015772823030718156
7.84,17.56,3.57,tilapia,1.5922934039522554,0.029514704329426135
6.7,17.5,3.56,tilapia,1.7065542554334616,0.03070326572845828
6.02,17.62,3.57,tilapia,0.7827281547402497,0.012800607675909067
8.16,17.62,3.55,tilapia,1.3332780158504,0.02316677176322706
8.23,17.56,3.55,tilapia,0.5164766446732886,0.009246848125958001
7.96,17.62,3.56,tilapia,0.1725202893668924,0.0034957332989141087
7.79,17.75,3.56,tilapia,1.2080100381614123,0.020791790051950337
7.88,17.75,3.55,tilapia,1.8349463761716907,0.03189457675947693
7.84,17.69,3.55,tilapia,1.411329044535171,0.02477463532665718
8.18,17.69,3.56,tilapia,1.7451557554743253,0.0299787870258005
8.16,17.75,3.56,tilapia,1.8696614677754286,0.033426262949017856
8.32,17.56,3.56,tilapia,1.9011560239590317,0.033422029987048976
8.23,17.56,3.56,tilapia,1.9223286623045877,0.034177980838391346
8.65,17.75,3.44,tilapia,1.930251860213901,0.03414148022675189
8.66,17.87,3.45,tilapia,0.4256726661214729,0.00817631902230077
8.74,17.94,3.41,tilapia,1.453739139148352,0.02645477567936565
8.57,17.87,3.46,tilapia,1.024094615728044,0.01891763330665526
8.62,17.81,3.47,pangas,0.484593602335293,0.010540155687992294
8.69,17.94,3.48,pangas,0.46299637060789955,0.008158963176069144
8.73,17.81,3.45,pangas,1.0418532585814415,0.01811849951289411
8.63,17.94,3.46,pangas,0.9463060619114527,0.01757927058953705
8.66,17.94,3.44,pangas,0.8968716365824866,0.0169787765570845
8.75,18.0,3.47,pangas,0.5548833247202393,0.010708396003164634
8.77,17.94,3.47,pangas,0.3119207483520262,0.004594822200589874
8.78,18.0,3.48,pangas,1.5932925592208593,0.02911498124813857
8.81,17.94,3.43,pangas,1.354033104410332,0.024880501641158355
8.79,18.0,3.46,pangas,0.7857272470869613,0.014101223026689176
8.87,18.0,3.46,pangas,0.48299722350490426,0.006757589286477425
8.8,17.81,3.48,pangas,0.3020179768072381,0.005679964398132328
8.78,17.87,3.48,pangas,1.0540323163014795,0.018501557004447982
8.8,18.0,3.49,pangas,1.5064042230326005,0.027599927329302158
8.79,17.94,3.5,tilapia,1.4519691813438147,0.025500645397688006
8.79,17.94,3.5,tilapia,0.3832051152602256,0.00933700818985185
6.02,21.0,3.48,rui,1.6643893715028946,0.035598039859076086
6.01,21.0,3.49,rui,0.8516156719495718,0.017238870750689816
6.0,21.0,3.48,rui,0.3673316517384422,0.008522637889320131
6.09,21.06,3.48,rui,0.8115137208733253,0.017953308933599407
6.93,21.0,3.47,rui,1.03787057531224,0.02153468709313423
6.42,20.94,3.47,rui,1.5176622748254895,0.03142656865950289
6.48,21.0,3.46,rui,1.3641266863909742,0.02719445330757463
7.0,21.0,3.46,rui,1.9746646287434813,0.04199201534791749
7.27,21.06,3.45,rui,0.5727496171821925,0.014072937417731357
7.24,21.0,3.44,rui,0.3649074041568283,0.006460293853547293
7.11,21.06,3.45,rui,0.528837929764184,0.013138916967714862
7.6,20.94,3.45,rui,1.1799473776360385,0.024698188932759043
7.83,20.87,3.43,rui,0.9128007708227047,0.019095470423564267
7.75,21.06,3.41,rui,0.5664046374505691,0.011829388348783075
7.5,20.87,3.37,rui,1.3520008111746964,0.027874188376605026
7.07,20.87,3.36,rui,0.2735688849064325,0.005216044527451875
6.99,21.06,3.35,rui,1.868625844612772,0.03873658184674278
6.87,21.06,3.33,rui,1.4382305969924158,0.03001432972210899
6.68,21.0,3.32,rui,0.7327906362538837,0.01444786057216417
6.95,21.06,3.31,rui,1.056781551894798,0.020359677276028495
8.3,21.44,3.62,katla,1.7730232131500554,0.03714208341846094
8.15,21.5,3.62,katla,1.5068679982904991,0.03364898197563111
8.09,21.37,3.62,katla,0.30460639805784245,0.00449126168271094
7.99,21.44,3.61,katla,1.6703713021353672,0.0367099326726516
7.92,21.5,3.61,katla,1.8172050413701606,0.0398193445896933
7.96,21.37,3.61,katla,0.6244249111934606,0.013247134820646846
7.87,21.25,3.61,katla,0.903262125733412,0.01761202785862856
7.7,21.31,3.6,katla,1.0893907933872187,0.023175298859446473
7.54,21.12,3.6,katla,1.0867285184863813,0.02218588308283636
7.5,21.25,3.6,katla,0.41248181799298045,0.01091798133002254
7.43,21.19,3.61,katla,0.43630428766393525,0.009279910942825167
7.42,21.12,3.61,shrimp,0.8722003853169676,0.018069417575430347
7.26,21.25,3.62,shrimp,0.4956391987805384,0.01066444573966946
6.95,21.19,3.62,shrimp,1.2305885737003701,0.025494698883786984
6.78,21.25,3.62,shrimp,0.4682429465862784,0.009960849217077064
6.92,21.06,3.6,shrimp,0.8771293723693909,0.018304469974537375
6.87,21.19,3.6,shrimp,0.11922199895115937,0.001777134307260133
6.51,21.19,3.61,shrimp,0.8411980661134593,0.01816726758446924
7.02,21.25,3.61,shrimp,1.7832620409961533,0.037266889696028004
6.8,21.25,3.61,shrimp,1.0561614339072327,0.024849234294652304
6.02,21.06,3.56,silverCup,1.0827695180694286,0.02230943445830415
6.01,21.09,3.56,silverCup,1.2179024226825277,0.026623789696829735
6.0,21.12,3.56,silverCup,0.13031213473240738,0.002329409582438638
6.09,21.06,3.56,silverCup,1.460232074235343,0.0319697431507602
6.93,21.12,3.57,silverCup,0.7470600678091184,0.016976233041543293
6.42,21.19,3.57,silverCup,1.441435170164822,0.030275650871763742
6.48,21.19,3.57,silverCup,1.337997889687028,0.028960466395700102
7.0,21.12,3.57,silverCup,1.829756768408541,0.038619008808213166
7.27,21.19,3.57,silverCup,1.4385931533415883,0.03090422750682326
7.24,21.06,3.56,silverCup,0.6912620074881279,0.015097931952155403
